provider_code,provider_name,provider_postcode,site_code,site_name,site_postcode,establishment_ukprn,establishment_urn,establishment_name,establishment_postcode
1FL,Cambridge & Suffolk Schools Alliance (CASSA),CB21 4JB,S,Sawston Village College,CB22 3BP,10033800,136775,Sawston Village College,CB22 3BP
1FL,Cambridge & Suffolk Schools Alliance (CASSA),CB21 4JB,T,Thurston Community College,IP31 3PB,10006910,124802,Thurston Community College,IP31 3PB
1FL,Cambridge & Suffolk Schools Alliance (CASSA),CB21 4JB,H,Trumpington Park Primary School,CB2 9EG,10064964,144770,Trumpington Park Primary School,CB2 9EG
2C2,Alfreton Nursery School,DE553SH,A,David Nieper Academy,DE55 7JA,10054162,142405,David Nieper Academy,DE55 7JA
24V,The John Taylor SCITT,DE13 8AX,B,Kingsmead School,WS12 1DH,10053917,142313,Kingsmead School,WS12 1DH
24V,The John Taylor SCITT,DE13 8AX,D,The Howard Primary School,B79 9DB,10053596,142095,The Howard Primary School,B79 9DB
21D,Weatherhead High School,CH44 3HS,V,Bidston Avenue Primary School,CH41 0DQ,10076354,105060,Bidston Avenue Primary School,CH41 0DQ
21D,Weatherhead High School,CH44 3HS,B,Birkenhead High School Academy,CH43 1TY,10027544,135877,Birkenhead High School Academy,CH43 1TY
21D,Weatherhead High School,CH44 3HS,J,Calday Grange Grammar School,CH48 8GG,10040001,139144,Calday Grange Grammar School,CH48 8GG
21D,Weatherhead High School,CH44 3HS,C,Clare Mount Specialist Sports College,CH46 9PA,10015196,105129,Clare Mount Specialist Sports College,CH46 9PA
21D,Weatherhead High School,CH44 3HS,E,Egremont Primary School,CH44 8AF,10063117,143502,Egremont Primary School,CH44 8AF
21D,Weatherhead High School,CH44 3HS,I,Kilgarth School,CH41 8BA,10016260,105130,Kilgarth School,CH41 8BA
21D,Weatherhead High School,CH44 3HS,L,Liscard Primary School,CH45 7NQ,10078457,104994,Liscard Primary School,CH45 7NQ
21D,Weatherhead High School,CH44 3HS,M,Mount Primary School,CH45 5HU,10042611,104993,Mount Primary School,CH45 5HU
21D,Weatherhead High School,CH44 3HS,K,Park Primary School,CH44 5RN,10070126,104999,Park Primary School,CH44 5RN
21D,Weatherhead High School,CH44 3HS,W,Pensby High School,CH61 6XN,10005038,105101,Pensby High School,CH61 6XN
21D,Weatherhead High School,CH44 3HS,U,Poulton Lancelyn Primary School,CH63 9LY,10063116,143503,Poulton Lancelyn Primary School,CH63 9LY
21D,Weatherhead High School,CH44 3HS,R,Ridgeway High School,CH43 9EB,10017497,105097,Ridgeway High School,CH43 9EB
21D,Weatherhead High School,CH44 3HS,P,St George's Primary School,CH45 3NF,10070127,104995,St George's Primary School,CH45 3NF
21D,Weatherhead High School,CH44 3HS,T,The Mosslands School,CH45 8PJ,10006758,105103,The Mosslands School,CH45 8PJ
21D,Weatherhead High School,CH44 3HS,A,West Kirby Grammar School,CH48 5DP,10034842,137243,West Kirby Grammar School,CH48 5DP
21D,Weatherhead High School,CH44 3HS,F,Wirral Grammar School for Boys,CH63 3AQ,10035161,137476,Wirral Grammar School for Boys,CH63 3AQ
21D,Weatherhead High School,CH44 3HS,G,Wirral Grammar School for Girls,CH63 3AF,10034829,137171,Wirral Grammar School for Girls,CH63 3AF
1G3,Ringwood School Teaching Alliance,BH24 1SE,A,Ashley Junior School,BH25 5FN,10076988,116488,Ashley Junior School,BH25 5FN
1G3,Ringwood School Teaching Alliance,BH24 1SE,N,Avonwood Primary School,BH7 6NB,10087578,148357,Avonwood Primary School,BH7 6NB
1G3,Ringwood School Teaching Alliance,BH24 1SE,F,Ferndown Upper School,BH22 9EY,10002443,113854,Ferndown Upper School,BH22 9EY
1G3,Ringwood School Teaching Alliance,BH24 1SE,V,Hill View Primary School,BH10 5BD,10054205,142352,Hill View Primary School,BH10 5BD
1G3,Ringwood School Teaching Alliance,BH24 1SE,M,Malmesbury Park Primary School,BH8 8LU,10054207,142354,Malmesbury Park Primary School,BH8 8LU
1G3,Ringwood School Teaching Alliance,BH24 1SE,E,Muscliff Primary School,BH8 0AB,10054626,142436,Muscliff Primary School,BH8 0AB
1G3,Ringwood School Teaching Alliance,BH24 1SE,4,Noadswood School,SO45 4ZF,10034847,137125,Noadswood School,SO45 4ZF
1G3,Ringwood School Teaching Alliance,BH24 1SE,Q,Poulner Junior School,BH24 3LA,10079102,115999,Poulner Junior School,BH24 3LA
1G3,Ringwood School Teaching Alliance,BH24 1SE,K,Sarum Academy,SP2 9HS,10030993,136183,Sarum Academy,SP2 9HS
1G3,Ringwood School Teaching Alliance,BH24 1SE,6,St Michael's Church of England Primary School,BH2 5LH,10054627,142446,St Michael's Church of England Primary School,BH2 5LH
1G3,Ringwood School Teaching Alliance,BH24 1SE,5,Swanage Primary School,BH19 2EY,10072186,113677,Swanage Primary School,BH19 2EY
1G3,Ringwood School Teaching Alliance,BH24 1SE,2,The Arnewood School,BH25 6RS,10033369,136652,The Arnewood School,BH25 6RS
1G3,Ringwood School Teaching Alliance,BH24 1SE,J,The Bourne Academy,BH10 5HS,10030455,136125,The Bourne Academy,BH10 5HS
1G3,Ringwood School Teaching Alliance,BH24 1SE,L,The Burgate School and Sixth Form,SP6 1EZ,10033574,136719,The Burgate School and Sixth Form,SP6 1EZ
1G3,Ringwood School Teaching Alliance,BH24 1SE,8,The Costello School,RG21 4AL,10037589,138287,The Costello School,RG21 4AL
1G3,Ringwood School Teaching Alliance,BH24 1SE,P,The Purbeck School,BH20 4PF,10006789,113855,The Purbeck School,BH20 4PF
1G3,Ringwood School Teaching Alliance,BH24 1SE,W,West Moors Middle School,BH22 0DA,10018642,113861,West Moors Middle School,BH22 0DA
1ES,Humber Teaching School,DN41 7QD,2,Caistor Yarborough Academy,LN7 6QZ,10034616,136958,Caistor Yarborough Academy,LN7 6QZ
1ES,Humber Teaching School,DN41 7QD,8,Engineering UTC Northern Lincolnshire,DN15 6TA,10046561,142130,Engineering UTC Northern Lincolnshire,DN15 6TA
1ES,Humber Teaching School,DN41 7QD,9,Fairfield Academy,DN33 3AE,10048340,141631,Fairfield Academy,DN33 3AE
1ES,Humber Teaching School,DN41 7QD,C,Franklin College,DN34 5BY,10002570,130586,Franklin College,DN34 5BY
1ES,Humber Teaching School,DN41 7QD,X,Grasby All Saints Church of England Primary School,DN38 6AU,10072039,120571,Grasby All Saints Church of England Primary School,DN38 6AU
1ES,Humber Teaching School,DN41 7QD,U,Great Coates Primary School,DN37 9EN,10056742,142841,Great Coates Primary School,DN37 9EN
1ES,Humber Teaching School,DN41 7QD,E,Hungerhill School,DN3 2JY,10036542,137899,Hungerhill School,DN3 2JY
1ES,Humber Teaching School,DN41 7QD,F,Huntcliff School,DN21 4NN,10036271,137832,Huntcliff School,DN21 4NN
1ES,Humber Teaching School,DN41 7QD,5,Ings Primary School,HU8 0SL,10057846,143224,Ings Primary School,HU8 0SL
1ES,Humber Teaching School,DN41 7QD,R,Kelsey Primary School,LN7 6EJ,10072547,120469,Kelsey Primary School,LN7 6EJ
1ES,Humber Teaching School,DN41 7QD,O,Kelvin Hall School,HU5 4QH,10057629,143221,Kelvin Hall School,HU5 4QH
1ES,Humber Teaching School,DN41 7QD,S,New Waltham Academy,DN36 4NH,10035987,137761,New Waltham Academy,DN36 4NH
1ES,Humber Teaching School,DN41 7QD,V,Oasis Academy Immingham,DN40 1JU,10021049,135176,Oasis Academy Immingham,DN40 1JU
1ES,Humber Teaching School,DN41 7QD,W,Old Clee Primary Academy,DN32 8EN,10040622,139472,Old Clee Primary Academy,DN32 8EN
1ES,Humber Teaching School,DN41 7QD,6,Priory Primary School,HU5 5RU,10043930,140290,Priory Primary School,HU5 5RU
1ES,Humber Teaching School,DN41 7QD,Z,Scartho Junior Academy,DN33 2DH,10035986,137787,Scartho Junior Academy,DN33 2DH
1ES,Humber Teaching School,DN41 7QD,7,Sir John Nelthorpe School,DN20 8AA,10005867,118112,Sir John Nelthorpe School,DN20 8AA
1ES,Humber Teaching School,DN41 7QD,L,Stallingborough CofE Primary School,DN41 8AP,10070341,118017,Stallingborough CofE Primary School,DN41 8AP
16L,Lincolnshire Schools ITT Partnership,LN6 9EJ,F,Fortuna School,LN6 0FB,10081412,134229,Fortuna School,LN6 0FB
16L,Lincolnshire Schools ITT Partnership,LN6 9EJ,H,Humberstone Junior School,LE5 1AE,10042603,139983,Humberstone Junior School,LE5 1AE
16L,Lincolnshire Schools ITT Partnership,LN6 9EJ,N,Netherfield Primary School,NG4 2LR,10065110,144978,Netherfield Primary School,NG4 2LR
1JR,Manchester Teaching School Alliance,M21 8EH,-,Chorlton High School,M21 7SL,10039993,139148,Chorlton High School,M21 7SL
1JR,Manchester Teaching School Alliance,M21 8EH,9,Manchester Enterprise Academy ,M22 9RH,10027534,135874,Manchester Enterprise Academy,M22 9RH
1DB,Darlington West Park Partnership,DL2 2GF,B,Bearpark Primary School,DH7 7AU,10073256,114129,Bearpark Primary School,DH7 7AU
1DB,Darlington West Park Partnership,DL2 2GF,G,George Dent Nursery School,DL3 7PY,,113983,George Dent Nursery School,DL3 7PY
1DB,Darlington West Park Partnership,DL2 2GF,E,Hetton Primary School,DH5 9ND,10069018,108803,Hetton Primary School,DH5 9ND
1DB,Darlington West Park Partnership,DL2 2GF,H,Red Hall Primary School,DL1 2ST,10073253,114183,Red Hall Primary School,DL1 2ST
1DB,Darlington West Park Partnership,DL2 2GF,S,Reid Street Primary School,DL3 6EX,10033820,136836,Reid Street Primary School,DL3 6EX
1DB,Darlington West Park Partnership,DL2 2GF,U,Unity City Academy,TS3 8RE,10007135,133768,Unity City Academy,TS3 8RE
1DB,Darlington West Park Partnership,DL2 2GF,W,West Park Academy,DL2 2GF,10033825,137042,West Park Academy,DL2 2GF
9J3,Fairfax Academy,ST5 5BG,B,George Salter Academy,B70 9UW,10021075,135234,George Salter Academy,B70 9UW
9J3,Fairfax Academy,ST5 5BG,G,Ormiston Forge Academy,B64 6QU,10036064,137673,Ormiston Forge Academy,B64 6QU
9J3,Fairfax Academy,ST5 5BG,V,Ormiston NEW Academy,WV10 6SE,10065203,145134,Ormiston NEW Academy,WV10 6SE
9J3,Fairfax Academy,ST5 5BG,S,Ormiston Sandwell Community Academy,B69 2HE,10027991,135979,Ormiston Sandwell Community Academy,B69 2HE
9J3,Fairfax Academy,ST5 5BG,Y,Ormiston Shelfield Community Academy,WS4 1BW,10025559,135769,Ormiston Shelfield Community Academy,WS4 1BW
9J3,Fairfax Academy,ST5 5BG,J,Ormiston SWB Academy,WV14 0LN,10064453,145008,Ormiston SWB Academy,WV14 0LN
9J3,Fairfax Academy,ST5 5BG,K,Tenbury High Ormiston Academy,WR15 8XA,10046949,141169,Tenbury High Ormiston Academy,WR15 8XA
9J3,Fairfax Academy,ST5 5BG,T,Wodensborough Ormiston Academy,WS10 0DR,10042439,139918,Wodensborough Ormiston Academy,WS10 0DR
HG8,Celtic Cross Education,PL26 8LX,R,St Michael's Church of England Primary School,TR13 8AR,10042941,140027,St Michael's Church of England Primary School,TR13 8AR
21L,Blue Sky Teaching School,CV2 4DW,7,Moseley Primary School,CV6 1AB,10069996,103697,Moseley Primary School,CV6 1AB
2B9,Red Kite Teacher Training,HG2 0DZ,H,Bracken Edge Primary School,LS7 4HE,10072267,107909,Bracken Edge Primary School,LS7 4HE
2B9,Red Kite Teacher Training,HG2 0DZ,K,Brigshaw High School,WF10 2HR,10057632,143238,Brigshaw High School,WF10 2HR
2B9,Red Kite Teacher Training,HG2 0DZ,A,Burley Oaks Primary School,LS29 7EJ,10076681,132221,Burley Oaks Primary School,LS29 7EJ
2B9,Red Kite Teacher Training,HG2 0DZ,E,Clapgate Primary School,LS10 4AW,10069398,107958,Clapgate Primary School,LS10 4AW
2B9,Red Kite Teacher Training,HG2 0DZ,X,Colton Primary School,LS15 9AL,10081696,146233,Colton Primary School,LS15 9AL
2B9,Red Kite Teacher Training,HG2 0DZ,L,Crawshaw Academy,LS28 9HU,10037628,138304,Crawshaw Academy,LS28 9HU
2B9,Red Kite Teacher Training,HG2 0DZ,Z,Ilkley Grammar School,LS29 8TR,10034064,136905,Ilkley Grammar School,LS29 8TR
2B9,Red Kite Teacher Training,HG2 0DZ,2,Lawnswood School,LS16 5AG,10003793,108055,Lawnswood School,LS16 5AG
2B9,Red Kite Teacher Training,HG2 0DZ,F,Meadowfield Primary School,LS9 0JY,10081691,146215,Meadowfield Primary School,LS9 0JY
2B9,Red Kite Teacher Training,HG2 0DZ,B,Meanwood Church of England Primary School,LS6 4LD,10068612,108046,Meanwood Church of England Primary School,LS6 4LD
2B9,Red Kite Teacher Training,HG2 0DZ,N,Pudsey Grangefield School,LS28 7ND,10005283,108079,Pudsey Grangefield School,LS28 7ND
2B9,Red Kite Teacher Training,HG2 0DZ,C,Ralph Thoresby School,LS16 7RX,10005377,108075,Ralph Thoresby School,LS16 7RX
2B9,Red Kite Teacher Training,HG2 0DZ,R,Roundhay School,LS8 1ND,10005537,108076,Roundhay School,LS8 1ND
2B9,Red Kite Teacher Training,HG2 0DZ,9,Silsden Primary School,BD20 0AW,10075652,107273,Silsden Primary School,BD20 0AW
2B9,Red Kite Teacher Training,HG2 0DZ,D,South Craven School,BD20 7RL,10033595,136736,South Craven School,BD20 7RL
2B9,Red Kite Teacher Training,HG2 0DZ,3,Spen Valley High School,WF15 7LX,10017619,107778,Spen Valley High School,WF15 7LX
2B9,Red Kite Teacher Training,HG2 0DZ,Y,Temple Learning Academy,LS15 0NN,10053823,141883,Temple Learning Academy,LS15 0NN
2B9,Red Kite Teacher Training,HG2 0DZ,Q,Temple Moor High School,LS15 0PT,10081697,146247,Temple Moor High School,LS15 0PT
2B9,Red Kite Teacher Training,HG2 0DZ,M,Westbrook Lane Primary School,LS18 5AH,10077336,107861,Westbrook Lane Primary School,LS18 5AH
2B9,Red Kite Teacher Training,HG2 0DZ,5,Western Primary School,HG2 0NA,10053355,142220,Western Primary School,HG2 0NA
2KZ,Higham Lane School Partnership,CV10 0BJ,C,Hartshill School,CV10 0NA,10038656,138644,Hartshill School,CV10 0NA
2KZ,Higham Lane School Partnership,CV10 0BJ,F,Heath Lane Academy,LE9 7PD,10037605,138327,Heath Lane Academy,LE9 7PD
2KZ,Higham Lane School Partnership,CV10 0BJ,B,Saint Martin's Catholic Voluntary Academy,CV13 6HT,10037741,138290,Saint Martin's Catholic Voluntary Academy,CV13 6HT
2KZ,Higham Lane School Partnership,CV10 0BJ,D,The George Eliot School,CV11 4QP,10043657,137079,The George Eliot School,CV11 4QP
2KZ,Higham Lane School Partnership,CV10 0BJ,E,The Nuneaton Academy,CV10 7PD,10030690,136158,The Nuneaton Academy,CV10 7PD
2KZ,Higham Lane School Partnership,CV10 0BJ,A,The Queen Elizabeth Academy,CV9 1LZ,10042700,139937,The Queen Elizabeth Academy,CV9 1LZ
256,The GORSE Academies Trust,LS27 0PD,1,The Morley Academy,LS27 0PD,10032600,136392,The Morley Academy,LS27 0PD
1DO,The Heath Consortium,WA7 4SY,E,Beechwood Primary School,WA7 2TT,10074514,111175,Beechwood Primary School,WA7 2TT
1DO,The Heath Consortium,WA7 4SY,8,Bridgewater Park Primary School,WA7 2LW,10044937,140612,Bridgewater Park Primary School,WA7 2LW
1DO,The Heath Consortium,WA7 4SY,F,Culcheth High School,WA3 5HH,10001791,111430,Culcheth High School,WA3 5HH
1DO,The Heath Consortium,WA7 4SY,D,Daresbury Primary School,WA4 4AJ,10061771,143602,Daresbury Primary School,WA4 4AJ
1DO,The Heath Consortium,WA7 4SY,J,Ellesmere Port Catholic High School,CH65 7AQ,10002222,111451,Ellesmere Port Catholic High School,CH65 7AQ
1DO,The Heath Consortium,WA7 4SY,A,Halewood Academy,L26 1UU,10037932,139614,Halewood Academy,L26 1UU
1DO,The Heath Consortium,WA7 4SY,9,Halton Lodge Primary School,WA7 5LU,10074365,111229,Halton Lodge Primary School,WA7 5LU
1DO,The Heath Consortium,WA7 4SY,5,Litherland High School,L21 0DB,10048638,141694,Litherland High School,L21 0DB
1DO,The Heath Consortium,WA7 4SY,4,New Park Primary School,L6 9EU,10066387,145359,New Park Primary School,L6 9EU
1DO,The Heath Consortium,WA7 4SY,Z,Ormiston Chadwick Academy,WA8 7HU,10045933,140864,Ormiston Chadwick Academy,WA8 7HU
1DO,The Heath Consortium,WA7 4SY,W,Sir William Stanier Community School,CW1 4EB,10042699,139953,Sir William Stanier Community School,CW1 4EB
1DO,The Heath Consortium,WA7 4SY,H,The Heath School,WA7 4SY,10033801,136779,The Heath School,WA7 4SY
1DO,The Heath Consortium,WA7 4SY,1,The Prescot School,L34 3NB,10056436,142798,The Prescot School,L34 3NB
1DO,The Heath Consortium,WA7 4SY,3,Victoria Road Primary School,WA7 5BN,10074523,110992,Victoria Road Primary School,WA7 5BN
1DO,The Heath Consortium,WA7 4SY,T,West Derby School,L13 7HQ,10038680,138696,West Derby School,L13 7HQ
1DO,The Heath Consortium,WA7 4SY,R,Weston Primary School,WA7 4RA,10077816,111114,Weston Primary School,WA7 4RA
1DO,The Heath Consortium,WA7 4SY,U,Woodside Primary School,WA7 5YP,10077291,111125,Woodside Primary School,WA7 5YP
C30,University of Central Lancashire,PR1 2HE,N,Blackburn College,BB2 1LH,10000747,130736,Blackburn College,BB2 1LH
C30,University of Central Lancashire,PR1 2HE,D,Furness College,LA14 2PJ,10002599,130633,Furness College,LA14 2PJ
C30,University of Central Lancashire,PR1 2HE,T,Hugh Baird College,L20 7EW,10003193,130490,Hugh Baird College,L20 7EW
C30,University of Central Lancashire,PR1 2HE,L,Myerscough College,PR3 0RY,10004478,130743,Myerscough College,PR3 0RY
C30,University of Central Lancashire,PR1 2HE,U,Southport College,PR9 0TT,10006038,130491,Southport College,PR9 0TT
C30,University of Central Lancashire,PR1 2HE,H,St Helens College,WA10 1PP,10006174,130488,St Helens College,WA10 1PP
C30,University of Central Lancashire,PR1 2HE,Y,Wigan and Leigh College,WN1 1RS,10007500,130521,Wigan and Leigh College,WN1 1RS
C30,University of Central Lancashire,PR1 2HE,7,Wirral Metropolitan College,CH41 4NT,10007553,130493,Wirral Metropolitan College,CH41 4NT
2CX,Southgate School,EN4 0BL,8,Chace Community School,EN1 3HQ,10001302,102049,Chace Community School,EN1 3HQ
2CX,Southgate School,EN4 0BL,C,Christ's College Finchley,N2 0SE,10035144,137388,Christ's College Finchley,N2 0SE
2CX,Southgate School,EN4 0BL,H,Copthall School,NW7 2EP,10038657,138685,Copthall School,NW7 2EP
2CX,Southgate School,EN4 0BL,Z,East Barnet School,EN4 8PU,10033375,136658,East Barnet School,EN4 8PU
2CX,Southgate School,EN4 0BL,X,Enfield County School for Girls,EN2 6QG,10002256,102048,Enfield County School for Girls,EN2 6QG
2CX,Southgate School,EN4 0BL,G,Enfield Grammar School,EN2 6LN,10034654,137094,Enfield Grammar School,EN2 6LN
2CX,Southgate School,EN4 0BL,J,JCoSS,EN4 9GE,10030872,135747,JCoSS,EN4 9GE
2CX,Southgate School,EN4 0BL,M,Monkfrith Primary School,N14 5NG,10070032,101293,Monkfrith Primary School,N14 5NG
2CX,Southgate School,EN4 0BL,F,Oasis Academy Enfield,EN3 7XH,10021087,134311,Oasis Academy Enfield,EN3 7XH
2CX,Southgate School,EN4 0BL,A,St Anne's Catholic High School for Girls,N13 5TY,10006110,102053,St Anne's Catholic High School for Girls,N13 5TY
2CX,Southgate School,EN4 0BL,I,St Ignatius College,EN1 4NP,10006180,102058,St Ignatius College,EN1 4NP
1J1,South East Learning Alliance,CR8 1EX,B,Courtwood Primary School,CR0 9HX,10068442,146134,Courtwood Primary School,CR0 9HX
1J1,South East Learning Alliance,CR8 1EX,C,Gilbert Scott Primary School,CR2 8HD,10068446,146137,Gilbert Scott Primary School,CR2 8HD
1J1,South East Learning Alliance,CR8 1EX,6,Gossops Green Primary,RH11 8HW,10061567,143635,Gossops Green Primary,RH11 8HW
1J1,South East Learning Alliance,CR8 1EX,A,The Quest Academy,CR2 8HD,10031227,136203,The Quest Academy,CR2 8HD
1CS,ARK Teacher Training,W114AN,X,Ark Acton Academy,W3 8EY,10080890,146318,Ark Acton Academy,W3 8EY
1CS,ARK Teacher Training,W114AN,Z,Ark Alexandra Academy,TN34 2PG,10042410,139821,Ark Alexandra Academy,TN34 2PG
1CS,ARK Teacher Training,W114AN,A,Ark All Saints Academy,SE5 0UB,10041998,139718,Ark All Saints Academy,SE5 0UB
1CS,ARK Teacher Training,W114AN,2,Ark Bolingbroke Academy,SW11 6BF,10038719,138267,Ark Bolingbroke Academy,SW11 6BF
1CS,ARK Teacher Training,W114AN,3,Ark Boulton Academy,B11 2QG,10042925,140014,Ark Boulton Academy,B11 2QG
1CS,ARK Teacher Training,W114AN,4,Ark Burlington Danes Academy,W12 0HR,10015175,131752,Ark Burlington Danes Academy,W12 0HR
1CS,ARK Teacher Training,W114AN,G,Ark Charter Academy,PO5 4HL,10027975,135965,Ark Charter Academy,PO5 4HL
1CS,ARK Teacher Training,W114AN,Y,Ark Elvin Academy,HA9 7DU,10046437,141019,Ark Elvin Academy,HA9 7DU
1CS,ARK Teacher Training,W114AN,C,Ark Evelyn Grace Academy,SE24 0QN,10024209,135389,Ark Evelyn Grace Academy,SE24 0QN
1CS,ARK Teacher Training,W114AN,F,Ark Greenwich Free School,SE18 4LH,10037569,138245,Ark Greenwich Free School,SE18 4LH
1CS,ARK Teacher Training,W114AN,J,Ark Isaac Newton Academy,IG1 1FY,10038460,138518,Ark Isaac Newton Academy,IG1 1FY
1CS,ARK Teacher Training,W114AN,W,Ark John Keats Academy,EN3 5PA,10042318,139815,Ark John Keats Academy,EN3 5PA
1CS,ARK Teacher Training,W114AN,H,Ark Kings Academy,B38 9DE,10037711,137578,Ark Kings Academy,B38 9DE
1CS,ARK Teacher Training,W114AN,8,Ark Putney Academy ,SW15 3DG,10038701,138681,Ark Putney Academy,SW15 3DG
1CS,ARK Teacher Training,W114AN,M,Ark Victoria Academy,B10 0HJ,10053410,141752,Ark Victoria Academy,B10 0HJ
1CS,ARK Teacher Training,W114AN,U,Ark Walworth Academy,SE1 5UJ,10021094,135315,Ark Walworth Academy,SE1 5UJ
